record_id,window_idx,mean_rr,sdnn,rmssd,pnn50,lf,hf,lf_hf_ratio,sd1,sd2,sampen,pac_count,pac_ratio,label
n01,0,692.4076212471132,27.315669119678383,6.723929420498988,0.0,1.5359100115104805e-05,8.56203023396506e-06,1.793861934074488,4.753916968924635,38.293498130159584,1.0700121835148635,0,0.0,0
n01,1,689.1305905963303,27.58197967248304,6.59517386026528,0.0,1.507810404301949e-05,7.4706995357145934e-06,2.018298818060714,4.662385378387398,38.66886151758319,1.0120686020759675,0,0.0,0
n01,2,677.4125282167043,28.580660651017787,6.3716595253878765,0.0,1.3671561373284951e-05,5.752682095773197e-06,2.3765543003549907,4.504334045099003,40.11193086329898,0.9360084731297932,0,0.0,0
n01,3,666.9444444444445,23.43681688767756,6.385979017087475,0.0,1.0438275662949406e-05,5.222427070156934e-06,1.998740340980144,4.5144961990633,32.74052800711549,0.9197869172368516,0,0.0,0
n01,4,662.0619481236203,15.107832802011004,6.257773097732061,0.0,6.536254490341103e-06,5.5835377600003496e-06,1.1706295849140445,4.42464372546991,20.856891530601445,0.9384121217178264,0,0.0,0
n01,5,664.9286308203991,13.623833066095898,6.389502159575676,0.0,5.777599062906406e-06,6.042491867913857e-06,0.95616166131492,4.518043627447792,18.725264194276345,0.9650420225960904,0,0.0,0
n01,6,656.969572368421,12.092714294980514,6.269286862234733,0.0,7.93603743619982e-06,6.399924426558607e-06,1.2400204920024689,4.432639577918801,16.445581850029942,0.968477780355506,0,0.0,0
n01,7,658.0660635964912,12.187894301012374,6.333152213888887,0.0,9.333129812662147e-06,6.533375506022311e-06,1.4285310562754416,4.4781984181177545,16.64177901643826,0.968633979917908,0,0.0,0
n01,8,659.8901098901099,12.686722610849408,6.286888660166522,0.0,1.0720692230936154e-05,6.753082286725737e-06,1.587525780932566,4.445501604168555,17.380060898977334,0.9501922835498364,0,0.0,0
n01,9,659.4093406593406,12.825676392387336,6.1790438033557065,0.0,1.1815613419552878e-05,7.535844546614398e-06,1.5679215974354508,4.369243774601536,17.584641073667207,0.9585776214978496,0,0.0,0
n01,10,654.8341975982532,58.51358542806459,81.8884623309289,0.8733624454148471,1.6245478843787407e-05,1.3726171960366264e-05,1.183540384798874,57.903825188411055,59.07713406745141,0.2328823757988572,1,0.2183406113537117,0
n01,11,645.6485215053764,68.02734537905076,90.38093714848482,1.2903225806451613,0.0010240912266601,0.0013212753525366,0.7750778251437986,63.9089336245294,71.86943552908248,0.2235966830803203,2,0.4301075268817204,0
n01,12,638.0817819148937,68.1051147516357,89.92537227033549,1.276595744680851,0.0012130048440397,0.0016965631461445,0.7149777164476855,63.58680125865966,72.32237709501165,0.2502672502565017,2,0.425531914893617,0
n01,13,631.2171052631579,66.37006838349993,89.45414342763172,1.263157894736842,0.0014297061292275,0.0019688108746807,0.7261774849041127,63.25359277014835,69.32718106297561,0.2573728402520387,2,0.4210526315789473,0
n01,14,624.609375,69.59280682472303,97.44415250382886,1.6666666666666667,0.0017576264270466,0.002388836393382,0.7357667657424594,68.90334284281931,70.22688174192923,0.2873979411812233,3,0.625,0
n01,15,624.7233072916666,57.319285879435405,79.71614931803663,1.6666666666666667,0.0006410584211377,0.0014744560447079,0.4347762169232821,56.36781913443378,58.24965431924162,0.2463663425697398,4,0.8333333333333334,0
n01,16,634.9973516949152,50.02451787015484,70.16028729712164,1.2711864406779665,0.0004808152577502,0.0013201407950834,0.3642151348862979,49.61076500583239,50.41149623579695,0.2399718166446334,3,0.6355932203389831,0
n01,17,639.0924840085288,49.523893166875766,70.34309786516107,1.279317697228145,0.00044637163458,0.0013636692229685,0.3273313110406179,49.74008010949935,49.30158930624373,0.2242261820080137,3,0.6396588486140725,0
n01,18,641.9131423982869,49.46397825798917,70.47809244167111,1.284796573875803,0.0004210290623191,0.0013502943520802,0.3118053938910268,49.835537090598,49.077074050178965,0.2163171360307352,3,0.6423982869379015,0
n01,19,642.9503479657387,41.04994286671976,57.85082029494728,0.8565310492505354,1.1031909968788709e-05,1.4298567592581352e-05,0.7715395194209863,40.90670045685979,41.15483259210944,0.1968627321995077,2,0.4282655246252677,0
n01,20,644.4809549356223,11.641381512587788,6.06237182549352,0.0,9.46089803693036e-06,6.631843678429085e-06,1.4265864057838298,4.286678378769329,15.868453272079764,0.9324387182821372,0,0.0,0
n01,21,644.7994903433477,11.850738802132048,5.886613435748561,0.0,9.182956663949267e-06,6.3232210831125845e-06,1.4522593063326814,4.162464278641648,16.216928401054993,0.8529975053411007,0,0.0,0
n01,22,642.0804336188437,14.960348485578862,6.023334147431092,0.0,9.733233283825872e-06,6.396589117475266e-06,1.5216286531887764,4.258991938129767,20.69173491597597,0.8636880607082746,0,0.0,0
n01,23,634.0843023255813,20.73384851382933,6.620928228863267,0.0,9.059779085501705e-06,6.843582243528133e-06,1.3238357870352755,4.681688618764624,28.932427672237203,0.8465011696755377,0,0.0,0
n01,24,631.0032894736842,20.65287555026212,6.770579758315612,0.0,7.974551066524049e-06,7.364594128377923e-06,1.0828228857576527,4.787466116303873,28.80782513943596,0.8865902606977615,0,0.0,0
n01,999,627.7948483263598,25.814224849919643,19.103177078064554,0.209205020920502,9.102280088332002e-06,6.602899913965018e-06,1.3785276479930946,13.496542546010582,28.406437761126035,0.9242746094809836,0,0.0,0
n02,0,703.8402288732394,67.20933038970696,112.30451766291506,45.07042253521127,7.378792819718452e-05,0.0007869177275327,0.0937682881138425,79.4110774922607,51.922591850196014,0.8045247867351715,19,4.460093896713615,0
n02,1,708.228920990566,68.72157178546301,117.00266155687162,47.16981132075472,6.675928793223234e-05,0.0007537498918422,0.0885695489375945,82.73336612687588,50.984932962562304,0.8611530922739794,24,5.660377358490567,0
n02,2,712.978770783848,70.37371147928293,119.4705679691157,49.6437054631829,8.335708780600857e-05,0.0007661302756228,0.1088027590845956,84.47824807020686,52.24060147431607,0.9633140123435912,23,5.463182897862233,0
n02,3,719.0310251798561,77.0799054631952,130.91542284219503,60.91127098321343,8.980964683442219e-05,0.0009936800543335,0.0903808488886824,92.57112229463772,57.45472037163368,1.290959932718952,28,6.71462829736211,0
n02,4,724.1092995169082,79.58790260709698,134.34754632553768,64.00966183574879,0.0001002369562528,0.0009506994192445,0.1054349610653279,94.99805727582518,60.36059877414272,0.993512024230723,27,6.521739130434782,0
n02,5,721.19140625,75.623909952751,124.37603113031432,55.52884615384615,0.0001064759569865,0.0009697235589234,0.1098003199022432,87.94703428920263,60.42516137444306,1.1568573733712797,21,5.048076923076923,0
n02,6,715.8785799522673,77.03277189731902,123.58260674108008,55.847255369928405,0.000107606509005,0.0011842797565983,0.0908624067965937,87.38573849097381,64.66061405487613,1.1906260209382555,22,5.250596658711217,0
n02,7,714.546130952381,79.69630176193466,129.6657974192153,58.333333333333336,0.0001103985661296,0.0012244851608383,0.0901591702868007,91.68756369514664,65.54424824708524,0.9161846254493116,31,7.380952380952381,0
n02,8,712.2736045130641,80.25526326604472,131.99206061108418,57.95724465558195,0.0001086147581763,0.001193767137274,0.0909848786961769,93.3321465434404,64.13696275572936,0.8809347042326053,37,8.788598574821853,0
n02,9,709.4784278959811,77.13779961160894,127.97753333035558,54.84633569739953,0.0001083362961403,0.0011124600937992,0.0973844336028141,90.4937665079864,60.90804795853816,1.083135370521266,35,8.274231678486997,0
n02,10,713.4114583333334,77.13884170438445,129.5500338959559,56.66666666666666,9.963248228892411e-05,0.0011541144405123,0.0863280787342819,91.60566098012082,59.20019837543526,1.1493347588707936,34,8.095238095238095,0
n02,11,718.019334532374,72.87352380842724,123.83845655759,52.99760191846523,8.426667689693385e-05,0.001078272757796,0.0781496854925397,87.56668616243118,53.85614213422369,1.0125167092494811,28,6.71462829736211,0
n02,12,720.1585036057693,64.74402210647312,109.0700082857557,43.02884615384615,7.36393991671553e-05,0.0008777061532369,0.0838998324160963,77.12414133415962,49.34916177946074,0.8494397621431594,17,4.086538461538462,0
n02,13,723.6634036144578,56.64059638415511,92.4219989440469,33.734939759036145,5.873155761865547e-05,0.0005789523509519,0.1014445446539584,65.35182849071138,45.92468667972033,0.8064059382420118,6,1.4457831325301205,0
n02,14,726.1652542372881,52.88331039860824,86.43425766037305,28.32929782082325,6.773366492191253e-05,0.0005141503011687,0.1317390357799043,61.11824971847507,43.09966378759526,0.7885002613274034,4,0.9685230024213076,0
n02,15,730.9154501216545,53.24676449472449,85.88291642381718,27.00729927007299,6.501062386548692e-05,0.0004824451758252,0.1347523555485532,60.72839109663613,44.520671533201245,0.7480901681817033,3,0.7299270072992701,0
n02,16,737.964527027027,54.15030330852886,86.52414660685027,26.28992628992629,6.09142505929662e-05,0.0005332054433338,0.1142416142867979,61.181470370846576,45.477273785467446,0.7810110206103927,2,0.4914004914004914,0
n02,17,746.1714863184079,61.08172519594673,97.9820391764172,34.57711442786069,8.942714193932373e-05,0.0007385733933971,0.1210809145560985,69.28369722475527,51.448639398272185,0.8940973587658564,1,0.2487562189054726,0
n02,18,752.7284861809045,66.24770948004031,105.64989487600585,40.20100502512563,0.0001253178244134,0.001026815657528,0.1220451046832898,74.70512986074704,56.04747165399331,1.0510136109285158,1,0.2512562814070351,0
n02,19,758.4635416666666,72.73776392446914,118.20954629573298,48.73737373737374,0.0001489427939343,0.001176695490196,0.1265771775071272,83.58647226446209,59.57747315002539,1.2883324972060892,10,2.525252525252525,0
n02,20,764.7480867346939,74.04746525236797,121.04556085750862,51.275510204081634,0.0001476974116647,0.0013476678185688,0.1095948197543325,85.59212642004778,60.32192864288554,1.4554971843187197,10,2.5510204081632653,0
n02,21,771.3488110539846,73.2901023176324,121.16322936090128,51.670951156812336,0.0001420633189838,0.0012810980345534,0.11089184055567,85.67526539672599,58.21364810183896,1.4573980513325333,13,3.3419023136246784,0
n02,22,772.5136568123394,74.09737303921763,123.0153895754778,50.6426735218509,0.00014213945341,0.0011775991347044,0.1207027495359961,86.98403619401928,57.85736507374361,1.442652356236565,19,4.884318766066838,0
n02,23,776.8895348837209,75.30474834536157,127.46826843564838,51.16279069767442,0.0001372253232068,0.0010042430448824,0.1366455300897461,90.13362132267714,56.678575618634895,1.3554564926341963,23,5.943152454780361,0
n02,24,780.5379231770834,70.14095730883416,118.62827324890816,45.05208333333333,0.000173395993916,0.000850249097268,0.2039355225112539,83.88279569086664,52.90707108339805,1.2353929771293644,15,3.90625,0
n02,999,778.5783678756477,69.72138350731007,117.85725815372165,43.26424870466321,0.0001895665618372,0.0007533363878215,0.2516360086965001,83.33717234834091,52.1115867420751,1.215711750574449,17,4.404145077720207,0
n05,0,586.2432729941291,55.14646476135908,6.681275163198456,0.0,7.166214012575069e-05,4.187647027765271e-06,17.112746048224853,4.718895664949243,77.66601902195409,0.2669756711924919,0,0.0,0
